vessel_call_id,vessel_name,voyage_no,customer_id,terminal_id,eta,ata,atd,total_moves_planned,total_moves_actual,status
946,HYUNDAI VICTORY,V100E,2,1,2026-02-15 10:45:00,2026-02-15 12:08:43.008,2026-02-17 12:08:43.008,431,408,Departed
947,YM WISDOM,V523E,11,2,2026-02-15 13:45:00,2026-02-15 14:02:49.682,2026-02-17 01:02:49.682,1074,1049,Departed
948,HYUNDAI VICTORY,V182E,9,2,2026-02-16 09:45:00,2026-02-16 09:20:05.769,2026-02-17 04:20:05.769,1863,1920,Departed
949,HMM ALGECIRAS,V118E,11,3,2026-02-16 18:30:00,2026-02-16 17:50:56.380,2026-02-18 13:50:56.380,2711,2517,Departed
950,HYUNDAI VICTORY,V510E,12,2,2026-02-16 07:30:00,2026-02-16 08:16:27.951,2026-02-17 11:16:27.951,2736,2677,Departed
951,YM WISDOM,V618E,3,2,2026-02-16 02:45:00,2026-02-16 04:21:26.952,2026-02-16 21:21:26.952,2647,2748,Departed
952,ONE APUS,V516E,10,1,2026-02-17 15:00:00,2026-02-17 17:50:19.418,2026-02-19 01:50:19.418,1589,1622,Departed
953,ZIM ROTTERDAM,V627E,11,1,2026-02-17 05:00:00,2026-02-17 05:36:51.546,2026-02-19 01:36:51.546,1450,1564,Departed
954,MSC OSCAR,V444E,8,1,2026-02-18 16:15:00,2026-02-18 17:50:13.024,2026-02-20 00:50:13.024,996,1011,Departed
955,MAERSK MADRID,V959E,3,2,2026-02-18 19:00:00,2026-02-18 20:09:53.943,2026-02-19 21:09:53.943,2535,2673,Departed
956,HYUNDAI VICTORY,V518E,2,2,2026-02-18 18:30:00,2026-02-18 17:14:25.347,2026-02-20 14:14:25.347,1746,1816,Departed
957,HMM ALGECIRAS,V837E,4,2,2026-02-19 20:00:00,2026-02-19 20:11:11.236,2026-02-21 04:11:11.236,951,968,Departed
958,MAERSK MADRID,V345E,3,1,2026-02-19 20:30:00,2026-02-19 17:50:45.171,2026-02-21 08:50:45.171,1392,1531,Departed
959,ZIM ROTTERDAM,V697E,4,2,2026-02-19 06:00:00,2026-02-19 02:38:47.339,2026-02-20 05:38:47.339,922,970,Departed
960,ONE APUS,V996E,12,3,2026-02-19 19:00:00,2026-02-19 18:45:17.026,2026-02-20 17:45:17.026,1223,1192,Departed
961,COSCO SHIPPING UNIVERSE,V222E,5,1,2026-02-20 16:45:00,2026-02-20 15:41:31.273,2026-02-21 16:41:31.273,1983,2029,Departed
962,CMA CGM MARCO POLO,V338E,11,2,2026-02-20 08:45:00,2026-02-20 10:56:05.624,2026-02-21 11:56:05.624,1622,1570,Departed
963,COSCO SHIPPING UNIVERSE,V260E,1,2,2026-02-20 14:45:00,2026-02-20 15:01:34.987,2026-02-22 13:01:34.987,2745,2656,Departed
964,ONE APUS,V302E,6,2,2026-02-21 22:00:00,2026-02-21 20:27:57.852,2026-02-23 17:27:57.852,1196,1128,Departed
965,ZIM ROTTERDAM,V374E,2,3,2026-02-21 07:15:00,2026-02-21 05:36:42.555,2026-02-22 03:36:42.555,1956,1940,Departed
966,COSCO SHIPPING UNIVERSE,V678E,1,3,2026-02-22 11:15:00,2026-02-22 10:39:04.173,2026-02-23 11:39:04.173,1817,1718,Departed
967,ONE APUS,V995E,2,2,2026-02-22 07:30:00,2026-02-22 06:26:58.170,2026-02-23 17:26:58.170,701,741,Departed
968,COSCO SHIPPING UNIVERSE,V416E,5,3,2026-02-22 18:30:00,2026-02-22 19:42:57.171,2026-02-23 14:42:57.171,990,984,Departed
969,ONE APUS,V888E,9,1,2026-02-22 02:30:00,2026-02-22 03:33:56.060,2026-02-24 03:33:56.060,1097,1195,Departed
970,HMM ALGECIRAS,V829E,12,1,2026-02-23 05:45:00,2026-02-23 05:28:29.486,2026-02-23 21:28:29.486,1141,1155,Departed
971,CMA CGM MARCO POLO,V523E,2,1,2026-02-23 07:30:00,2026-02-23 09:27:23.400,2026-02-24 14:27:23.400,661,607,Departed
972,ZIM ROTTERDAM,V567E,1,2,2026-02-23 22:15:00,2026-02-23 18:15:00.000,2026-02-24 20:15:00.000,1384,1477,Departed
973,YM WISDOM,V385E,3,2,2026-02-24 05:00:00,2026-02-24 05:30:44.802,2026-02-25 19:30:44.802,2596,2646,Departed
974,MSC OSCAR,V924E,12,2,2026-02-24 09:00:00,2026-02-24 09:43:04.594,2026-02-25 15:43:04.594,522,538,Departed
975,EVER GIVEN,V571E,8,1,2026-02-24 12:45:00,2026-02-24 13:11:44.590,2026-02-26 00:11:44.590,852,782,Departed
976,MAERSK MADRID,V438E,3,3,2026-02-24 11:45:00,2026-02-24 12:36:01.848,2026-02-25 12:36:01.848,2622,2750,Departed
977,OOCL HONG KONG,V358E,4,1,2026-02-25 01:45:00,2026-02-25 00:13:12.109,2026-02-26 17:13:12.109,1004,959,Departed
978,COSCO SHIPPING UNIVERSE,V111E,10,1,2026-02-25 08:15:00,2026-02-25 11:32:06.659,2026-02-26 23:32:06.659,2307,2299,Departed
979,WAN HAI 805,V889E,12,1,2026-02-26 16:45:00,2026-02-26 12:45:00.000,2026-02-28 12:45:00.000,2685,2524,Departed
980,CMA CGM MARCO POLO,V173E,5,1,2026-02-26 17:15:00,2026-02-26 17:19:29.547,2026-02-28 14:19:29.547,2076,2087,Departed
981,COSCO SHIPPING UNIVERSE,V964E,3,2,2026-02-26 13:15:00,2026-02-26 13:48:13.194,2026-02-28 02:48:13.194,455,463,Departed
982,WAN HAI 805,V981E,6,3,2026-02-27 20:15:00,2026-02-27 20:57:30.990,2026-03-01 10:57:30.990,512,499,Departed
983,ONE APUS,V526E,2,1,2026-02-27 01:45:00,2026-02-27 02:47:58.478,2026-02-28 17:47:58.478,1949,1805,Departed
984,OOCL HONG KONG,V124E,12,3,2026-02-28 23:00:00,2026-02-28 21:57:16.188,2026-03-02 00:57:16.188,1015,1052,Departed
985,MSC OSCAR,V780E,4,3,2026-02-28 10:00:00,2026-02-28 09:42:47.956,2026-03-01 09:42:47.956,844,808,Departed
986,HMM ALGECIRAS,V526E,6,2,2026-02-28 00:30:00,2026-02-27 22:19:24.198,2026-03-01 12:19:24.198,761,804,Departed
987,HYUNDAI VICTORY,V345E,9,2,2026-02-28 19:45:00,2026-02-28 20:37:01.554,2026-03-02 07:37:01.554,845,837,Departed
988,MSC OSCAR,V976E,2,2,2026-03-01 09:15:00,2026-03-01 05:15:00.000,2026-03-03 00:15:00.000,1602,1452,Departed
989,OOCL HONG KONG,V870E,4,2,2026-03-01 02:30:00,2026-03-01 05:38:38.683,2026-03-02 20:38:38.683,2719,2780,Departed
990,COSCO SHIPPING UNIVERSE,V328E,8,1,2026-03-02 14:30:00,2026-03-02 14:38:45.485,2026-03-04 09:38:45.485,522,534,Departed
991,MAERSK MADRID,V387E,7,1,2026-03-02 21:00:00,2026-03-02 22:11:34.336,2026-03-04 13:11:34.336,559,592,Departed
992,EVER GIVEN,V416E,1,1,2026-03-02 18:00:00,2026-03-02 18:23:26.469,2026-03-03 09:23:26.469,1825,1877,Departed
993,COSCO SHIPPING UNIVERSE,V726E,11,3,2026-03-03 11:15:00,2026-03-03 10:57:14.323,2026-03-04 05:57:14.323,2152,2224,Departed
994,EVER GIVEN,V732E,7,3,2026-03-03 07:30:00,2026-03-03 09:50:25.315,2026-03-04 23:50:25.315,681,702,Departed
995,CMA CGM MARCO POLO,V997E,11,1,2026-03-04 16:30:00,2026-03-04 12:30:00.000,2026-03-05 10:30:00.000,2707,2605,Departed
996,EVER GIVEN,V384E,5,1,2026-03-04 06:45:00,2026-03-04 07:06:49.908,2026-03-05 03:06:49.908,1051,1044,Departed
997,EVER GIVEN,V725E,6,2,2026-03-05 23:30:00,2026-03-06 00:12:32.106,2026-03-07 00:12:32.106,517,502,Departed
998,CMA CGM MARCO POLO,V369E,3,1,2026-03-05 17:30:00,2026-03-05 13:30:00.000,2026-03-07 08:30:00.000,2373,2310,Departed
999,ONE APUS,V689E,8,1,2026-03-06 08:45:00,2026-03-06 08:34:15.934,2026-03-07 22:34:15.934,1622,1582,Departed
1000,ZIM ROTTERDAM,V619E,2,3,2026-03-06 07:45:00,2026-03-06 06:17:13.510,2026-03-08 00:17:13.510,1766,1831,Departed
1001,YM WISDOM,V183E,7,1,2026-03-06 05:00:00,2026-03-06 05:38:21.594,2026-03-08 00:38:21.594,2143,2255,Departed
1002,HYUNDAI VICTORY,V299E,1,2,2026-03-07 03:30:00,2026-03-07 03:24:30.914,2026-03-08 05:24:30.914,1027,1046,Departed
1003,ONE APUS,V728E,11,1,2026-03-07 03:45:00,2026-03-07 02:15:21.753,2026-03-07 21:15:21.753,983,1033,Departed
1004,EVER GIVEN,V341E,11,2,2026-03-07 11:15:00,2026-03-07 13:09:41.309,2026-03-08 22:09:41.309,2293,2438,Departed
1005,OOCL HONG KONG,V966E,5,3,2026-03-07 10:30:00,2026-03-07 10:04:20.825,2026-03-09 01:04:20.825,550,604,Departed
1006,OOCL HONG KONG,V569E,2,3,2026-03-08 10:00:00,2026-03-08 09:22:29.238,2026-03-09 10:22:29.238,2268,2342,Departed
1007,ONE APUS,V230E,1,2,2026-03-08 14:30:00,2026-03-08 18:47:49.973,2026-03-09 19:47:49.973,609,608,Departed
1008,COSCO SHIPPING UNIVERSE,V790E,3,1,2026-03-08 17:45:00,2026-03-08 18:00:48.934,2026-03-10 00:00:48.934,2184,2193,Departed
1009,MAERSK MADRID,V651E,11,1,2026-03-08 18:00:00,2026-03-08 21:29:41.027,2026-03-10 00:29:41.027,727,738,Departed
1010,OOCL HONG KONG,V606E,10,3,2026-03-09 12:15:00,2026-03-09 12:16:50.980,2026-03-10 08:16:50.980,1133,1157,Departed
1011,MSC OSCAR,V587E,8,1,2026-03-09 08:30:00,2026-03-09 05:18:43.279,2026-03-10 12:18:43.279,2466,2623,Departed
1012,YM WISDOM,V858E,1,1,2026-03-09 09:45:00,2026-03-09 11:37:33.207,2026-03-10 09:37:33.207,621,666,Departed
1013,COSCO SHIPPING UNIVERSE,V217E,6,2,2026-03-10 23:00:00,2026-03-10 23:02:23.083,2026-03-12 12:02:23.083,1896,1960,Departed
1014,YM WISDOM,V327E,9,3,2026-03-10 12:45:00,2026-03-10 17:14:17.581,2026-03-12 15:14:17.581,2741,2696,Departed
1015,OOCL HONG KONG,V817E,9,3,2026-03-10 03:30:00,2026-03-10 04:21:46.664,2026-03-11 15:21:46.664,1568,1700,Departed
1016,YM WISDOM,V332E,9,3,2026-03-11 14:45:00,2026-03-11 13:57:36.563,2026-03-13 05:57:36.563,1688,1721,Departed
1017,MAERSK MADRID,V488E,7,3,2026-03-11 13:15:00,2026-03-11 13:38:27.319,2026-03-13 12:38:27.319,548,490,Departed
1018,MAERSK MADRID,V902E,3,1,2026-03-11 16:00:00,2026-03-11 17:39:16.925,2026-03-13 08:39:16.925,1833,1730,Departed
1019,WAN HAI 805,V957E,5,3,2026-03-11 16:45:00,2026-03-11 14:51:13.186,2026-03-12 11:51:13.186,2598,2525,Departed
1020,ONE APUS,V960E,10,3,2026-03-12 08:45:00,2026-03-12 07:08:06.811,2026-03-13 05:08:06.811,2505,2187,Departed
1021,OOCL HONG KONG,V103E,3,1,2026-03-12 17:30:00,2026-03-12 18:17:23.829,2026-03-13 17:17:23.829,1437,1395,Departed
1022,OOCL HONG KONG,V639E,5,3,2026-03-12 01:00:00,2026-03-11 23:49:00.039,2026-03-12 13:49:00.039,2489,2465,Departed
1023,MAERSK MADRID,V964E,6,3,2026-03-13 02:15:00,2026-03-13 02:15:45.463,2026-03-14 23:15:45.463,1730,1527,Departed
1024,ZIM ROTTERDAM,V751E,12,2,2026-03-13 02:30:00,2026-03-13 02:26:05.636,2026-03-13 22:26:05.636,912,890,Departed
1025,COSCO SHIPPING UNIVERSE,V636E,9,1,2026-03-13 07:00:00,2026-03-13 04:41:52.472,2026-03-14 14:41:52.472,657,614,Departed
1026,MSC OSCAR,V578E,1,2,2026-03-14 14:00:00,2026-03-14 14:04:27.003,2026-03-15 14:04:27.003,419,402,Departed
1027,CMA CGM MARCO POLO,V217E,2,2,2026-03-14 06:30:00,2026-03-14 05:59:06.318,2026-03-15 02:59:06.318,2107,2089,Departed
1028,CMA CGM MARCO POLO,V391E,4,3,2026-03-14 04:00:00,2026-03-14 02:14:12.049,2026-03-16 00:14:12.049,1759,1800,Departed
1029,OOCL HONG KONG,V715E,1,2,2026-03-15 16:45:00,2026-03-15 13:47:30.440,2026-03-17 11:47:30.440,1212,1234,Departed
1030,ONE APUS,V575E,7,2,2026-03-15 06:15:00,2026-03-15 06:00:06.066,2026-03-16 01:00:06.066,2507,2725,Departed
1031,HMM ALGECIRAS,V358E,4,1,2026-03-15 17:30:00,2026-03-15 17:55:06.414,2026-03-17 11:55:06.414,1448,1466,Departed
1032,ONE APUS,V447E,9,1,2026-03-16 10:15:00,2026-03-16 12:40:57.398,2026-03-17 19:40:57.398,1596,1632,Departed
1033,ZIM ROTTERDAM,V181E,1,1,2026-03-16 06:30:00,2026-03-16 08:54:27.908,2026-03-17 14:54:27.908,1471,1471,Departed
1034,ZIM ROTTERDAM,V150E,4,3,2026-03-16 14:00:00,2026-03-16 15:11:26.751,2026-03-18 13:11:26.751,647,637,Departed
1035,COSCO SHIPPING UNIVERSE,V686E,1,3,2026-03-16 14:00:00,2026-03-16 15:03:22.035,2026-03-17 13:03:22.035,725,713,Departed
1036,HMM ALGECIRAS,V531E,9,3,2026-03-17 07:00:00,2026-03-17 04:46:19.463,2026-03-18 01:46:19.463,2475,2579,Departed
1037,YM WISDOM,V665E,5,2,2026-03-17 05:30:00,2026-03-17 04:13:30.626,2026-03-18 09:13:30.626,2233,2295,Departed
1038,CMA CGM MARCO POLO,V399E,3,2,2026-03-17 17:45:00,2026-03-17 17:41:28.773,2026-03-18 13:41:28.773,1016,1006,Departed
1039,CMA CGM MARCO POLO,V579E,2,3,2026-03-18 15:00:00,2026-03-18 14:42:13.557,2026-03-20 06:42:13.557,2586,2567,Departed
1040,OOCL HONG KONG,V808E,9,3,2026-03-18 13:45:00,2026-03-18 17:16:51.679,2026-03-20 02:16:51.679,1135,1199,Departed
1041,HYUNDAI VICTORY,V727E,2,1,2026-03-18 06:00:00,2026-03-18 04:26:31.600,2026-03-19 01:26:31.600,847,801,Departed
1042,OOCL HONG KONG,V676E,9,3,2026-03-18 19:00:00,2026-03-18 18:31:21.141,2026-03-20 07:31:21.141,1344,1233,Departed
1043,YM WISDOM,V356E,7,2,2026-03-19 19:00:00,2026-03-19 19:23:06.477,2026-03-20 18:23:06.477,1470,1412,Departed
1044,CMA CGM MARCO POLO,V137E,11,3,2026-03-19 05:15:00,2026-03-19 07:38:00.138,2026-03-20 08:38:00.138,492,503,Departed
1045,HMM ALGECIRAS,V279E,4,3,2026-03-20 03:45:00,2026-03-20 04:47:46.349,2026-03-22 03:47:46.349,952,1000,Departed
1046,HYUNDAI VICTORY,V557E,6,1,2026-03-20 17:15:00,2026-03-20 19:39:54.783,2026-03-22 06:39:54.783,2751,2658,Departed
1047,CMA CGM MARCO POLO,V403E,7,3,2026-03-20 06:15:00,2026-03-20 10:59:08.907,2026-03-21 09:59:08.907,2631,2673,Departed
1048,ONE APUS,V546E,11,2,2026-03-21 16:15:00,2026-03-21 15:53:15.429,2026-03-22 19:53:15.429,1298,1274,Departed
1049,ONE APUS,V269E,2,2,2026-03-21 04:45:00,2026-03-21 06:39:39.361,2026-03-23 03:39:39.361,2353,2190,Departed
1050,COSCO SHIPPING UNIVERSE,V704E,8,3,2026-03-21 11:30:00,2026-03-21 09:54:41.143,2026-03-23 07:54:41.143,653,703,Departed
1051,WAN HAI 805,V968E,9,2,2026-03-21 11:45:00,2026-03-21 11:52:58.418,2026-03-22 18:52:58.418,1253,1065,Departed
1052,WAN HAI 805,V621E,6,1,2026-03-22 13:15:00,2026-03-22 14:09:50.715,2026-03-23 20:09:50.715,841,833,Departed
1053,OOCL HONG KONG,V371E,6,2,2026-03-22 11:45:00,2026-03-22 10:33:26.231,2026-03-23 23:33:26.231,2005,1976,Departed
1054,WAN HAI 805,V590E,11,2,2026-03-23 20:45:00,2026-03-23 19:56:47.711,2026-03-24 13:56:47.711,626,663,Departed
1055,CMA CGM MARCO POLO,V735E,8,1,2026-03-23 04:15:00,2026-03-23 05:37:02.346,2026-03-24 20:37:02.346,827,840,Departed
1056,COSCO SHIPPING UNIVERSE,V272E,5,1,2026-03-23 20:15:00,2026-03-23 20:26:34.991,2026-03-24 19:26:34.991,614,625,Departed
1057,MAERSK MADRID,V119E,2,1,2026-03-24 14:15:00,2026-03-24 17:20:24.405,2026-03-26 11:20:24.405,1093,1110,Departed
1058,MSC OSCAR,V471E,11,3,2026-03-24 16:45:00,2026-03-24 21:18:05.763,2026-03-25 22:18:05.763,690,691,Departed
1059,WAN HAI 805,V231E,8,3,2026-03-24 16:15:00,2026-03-24 15:05:42.339,2026-03-26 00:05:42.339,1879,1952,Departed
1060,ZIM ROTTERDAM,V362E,4,1,2026-03-25 05:00:00,2026-03-25 07:14:45.085,2026-03-27 01:14:45.085,532,498,Departed
1061,COSCO SHIPPING UNIVERSE,V126E,11,3,2026-03-25 15:30:00,2026-03-25 14:13:22.323,2026-03-26 16:13:22.323,1219,1236,Departed
1062,WAN HAI 805,V418E,10,3,2026-03-25 22:00:00,2026-03-25 20:44:18.469,2026-03-26 11:44:18.469,409,404,Departed
1063,ONE APUS,V893E,9,2,2026-03-25 14:30:00,2026-03-25 11:25:56.959,2026-03-26 05:25:56.959,1877,1754,Departed
1064,ZIM ROTTERDAM,V812E,6,2,2026-03-26 15:15:00,2026-03-26 16:10:05.269,2026-03-27 09:10:05.269,2770,2800,Departed
1065,HYUNDAI VICTORY,V191E,12,3,2026-03-26 15:45:00,2026-03-26 15:22:56.723,2026-03-27 22:22:56.723,1294,1312,Departed
1066,OOCL HONG KONG,V429E,7,3,2026-03-26 06:30:00,2026-03-26 07:05:55.208,2026-03-28 07:05:55.208,2000,1927,Departed
1067,HMM ALGECIRAS,V774E,4,1,2026-03-26 01:30:00,2026-03-26 03:17:40.366,2026-03-27 05:17:40.366,858,916,Departed
1068,MAERSK MADRID,V646E,8,1,2026-03-27 19:15:00,2026-03-27 21:37:39.269,2026-03-29 17:37:39.269,2037,2090,Departed
1069,COSCO SHIPPING UNIVERSE,V989E,8,3,2026-03-27 20:45:00,2026-03-27 18:58:13.238,2026-03-28 15:58:13.238,1142,1175,Departed
1070,HYUNDAI VICTORY,V191E,5,1,2026-03-27 10:30:00,2026-03-27 15:24:56.778,2026-03-28 09:24:56.778,2048,2038,Departed
1071,EVER GIVEN,V558E,1,1,2026-03-28 14:00:00,2026-03-28 10:00:10.550,2026-03-30 10:00:10.550,2075,2186,Departed
1072,ONE APUS,V831E,8,3,2026-03-28 11:00:00,2026-03-28 11:33:44.313,2026-03-30 06:33:44.313,2098,2027,Departed
1073,OOCL HONG KONG,V106E,12,2,2026-03-29 23:00:00,2026-03-29 22:00:43.557,2026-03-31 19:00:43.557,634,579,Departed
1074,WAN HAI 805,V658E,3,3,2026-03-29 02:15:00,2026-03-29 02:12:09.852,2026-03-30 04:12:09.852,1686,1565,Departed
1075,HYUNDAI VICTORY,V310E,5,1,2026-03-30 22:45:00,2026-03-30 20:25:19.998,2026-04-01 20:25:19.998,898,861,Departed
1076,ZIM ROTTERDAM,V857E,4,1,2026-03-30 16:45:00,2026-03-30 21:06:24.693,2026-04-01 08:06:24.693,1660,1708,Departed
